day,hour,minute,relativeTime,70Q_WT_TIMESTAMP,70Q_WT_AVG,70Q_WT_SEM,70Q_WT_QRT,70Q_WT_SAMPLES,70Q_WT_70Q_WT8,70Q_WT_70Q_WT6,70Q_WT_70Q_WT5,70Q_WT_70Q_WT4,70Q_WT_70Q_WT3,70Q_WT_70Q_WT2,70Q_WT_70Q_WT14,70Q_WT_70Q_WT10,70Q_WT_70Q_WT1
0,0,50,3000,2024-11-01T07:50:00.000+0100,0.5401973260002548,1.0037480793584783,"[0.0,0.0,0.0,0.4621848739495798,2.8301067262347983,0.0,0.4621848739495798]",10697,0.0,2.8301067262347983,0.4621848739495798,0.0,1.5694843338179152,0.0,0.0,0.0,0.0
0,0,55,3300,2024-11-01T07:55:00.000+0100,0.43033575361696486,0.7833460341277967,"[0.0,0.0,0.0,0.23850890567197344,1.8888357030575942,0.0,0.23850890567197344]",10696,0.0,1.7176659693413232,0.23850890567197344,0.0,1.8888357030575942,0.0,0.0,0.028011204481792718,0.0
0,1,0,3600,2024-11-01T08:00:00.000+0100,0.3752194736309901,0.5606052732806331,"[0.0,0.0,0.0070028011204481795,1.0224976066375917,1.2475032206975618,0.0,1.2475032206975618]",10698,0.0,1.0224976066375917,1.0859660319824131,0.014005602240896359,1.2475032206975618,0.0070028011204481795,0.0,0.0,0.0
0,1,5,3900,2024-11-01T08:05:00.000+0100,0.4167503851048155,0.7809139268849851,"[0.0,0.0,0.0,0.20361309080594264,2.1100887612428934,0.0,0.20361309080594264]",10694,0.0,1.3950052594877616,2.1100887612428934,0.0,0.20361309080594264,0.0,0.0,0.04204635440674161,0.0
0,1,10,4200,2024-11-01T08:10:00.000+0100,0.08340326285225766,0.22708190680213686,"[0.0,0.0,0.0,0.014005602240896359,0.6873973217979176,0.0,0.014005602240896359]",10700,0.0,0.014005602240896359,0.6873973217979176,0.0,0.04922644163150492,0.0,0.0,0.0,0.0
0,1,15,4500,2024-11-01T08:15:00.000+0100,0.31950239073594744,0.9375947533181475,"[0.0,0.0,0.0,0.0,2.8192627261875214,0.0,2.8192627261875214]",10693,0.0,0.0,2.8192627261875214,0.0,0.05625879043600562,0.0,0.0,0.0,0.0
0,1,20,4800,2024-11-01T08:20:00.000+0100,0.16652089809200754,0.4377572649643725,"[0.0,0.0,0.0,0.0,1.3236180548168635,0.0,1.3236180548168635]",10700,0.0,0.0,1.3236180548168635,0.0,0.17507002801120447,0.0,0.0,0.0,0.0
0,1,25,5100,2024-11-01T08:25:00.000+0100,0.2999155592851299,0.8582228762777963,"[0.0,0.0,0.0,0.014005602240896359,2.586899738798473,0.0,0.014005602240896359]",10694,0.0,0.0,2.586899738798473,0.0,0.09833469252679974,0.014005602240896359,0.0,0.0,0.0
0,1,30,5400,2024-11-01T08:30:00.000+0100,0.06464704963091658,0.16343842269898223,"[0.0,0.0,0.0,0.02109704641350211,0.49767164249666107,0.0,0.02109704641350211]",10697,0.0,0.0,0.49767164249666107,0.02109704641350211,0.056022408963585436,0.0,0.0,0.0,0.007032348804500703
0,1,35,5700,2024-11-01T08:35:00.000+0100,0.10676234863378076,0.2840366279097071,"[0.0,0.0,0.0,0.0350140056022409,0.8626446359134372,0.0,0.0491968939474524]",10696,0.014005602240896359,0.0,0.8626446359134372,0.0,0.0350140056022409,0.0,0.0,0.0491968939474524,0.0
0,1,40,6000,2024-11-01T08:40:00.000+0100,0.26427776924178015,0.6204923233480958,"[0.0,0.0,0.04201680672268908,0.10521930291103783,1.9021321608812305,0.0,0.10521930291103783]",10699,0.10521930291103783,0.0,1.9021321608812305,0.056022408963585436,0.27310924369747897,0.0,0.0,0.0,0.04201680672268908
0,1,45,6300,2024-11-01T08:45:00.000+0100,0.11931683128009757,0.23781318199933246,"[0.0,0.0,0.0,0.02109704641350211,0.6519105532508361,0.0,0.02109704641350211]",10695,0.02109704641350211,0.0,0.6519105532508361,0.0,0.3938115330520394,0.007032348804500703,0.0,0.0,0.0
0,1,50,6600,2024-11-01T08:50:00.000+0100,0.09261885720063928,0.195147526156874,"[0.0,0.0,0.014005602240896359,0.08415180418158826,0.6022999917266485,0.0,0.10504201680672269]",10697,0.014005602240896359,0.0,0.6022999917266485,0.08415180418158826,0.10504201680672269,0.0,0.0,0.028070299849897763,0.0
0,1,55,6900,2024-11-01T08:55:00.000+0100,0.20266756491626187,0.396423883399538,"[0.0,0.0,0.0,0.18257513976054557,1.1717134111028378,0.0,0.18257513976054557]",10697,0.0,0.0,1.1717134111028378,0.46971953338297345,0.18257513976054557,0.0,0.0,0.0,0.0
0,2,0,7200,2024-11-01T09:00:00.000+0100,0.04449881218310109,0.09864031203109273,"[0.0,0.0,0.0,0.0,0.2881785625642662,0.0,0.2881785625642662]",10695,0.0,0.0,0.1123107470836436,0.2881785625642662,0.0,0.0,0.0,0.0,0.0
0,2,5,7500,2024-11-01T09:05:00.000+0100,0.13252792912758166,0.3845532839730842,"[0.0,0.0,0.0,0.0070028011204481795,1.1577078088619415,0.0,0.0070028011204481795]",10698,0.0,0.0,0.02804075216584524,1.1577078088619415,0.0070028011204481795,0.0,0.0,0.0,0.0
0,2,10,7800,2024-11-01T09:10:00.000+0100,0.06848824855774471,0.19770871320527453,"[0.0,0.0,0.0,0.0,0.5953858336583578,0.0,0.5953858336583578]",10697,0.0,0.0,0.0,0.5953858336583578,0.02100840336134454,0.0,0.0,0.0,0.0
0,2,15,8100,2024-11-01T09:15:00.000+0100,0.01168446750477031,0.03250994969100051,"[0.0,0.0,0.0,0.0,0.0981574064224846,0.0,0.0981574064224846]",10695,0.0,0.0,0.0,0.0,0.0981574064224846,0.0,0.0,0.0,0.0070028011204481795
0,2,20,8400,2024-11-01T09:20:00.000+0100,0.0077940224378546565,0.020874899148106193,"[0.0,0.0,0.0,0.0,0.0631138531361912,0.0,0.0631138531361912]",10695,0.0,0.0,0.0,0.007032348804500703,0.0631138531361912,0.0,0.0,0.0,0.0
0,2,25,8700,2024-11-01T09:25:00.000+0100,0.147334601913902,0.4420038057417059,"[0.0,0.0,0.0,0.0,1.3260114172251178,0.0,1.3260114172251178]",10688,0.0,0.0,0.0,0.0,1.3260114172251178,0.0,0.0,0.0,0.0
0,2,30,9000,2024-11-01T09:30:00.000+0100,0.13079118192049444,0.3897433542336235,"[0.0,0.0,0.0,0.0,1.170088288479949,0.0,1.170088288479949]",10678,0.0,0.007032348804500703,0.0,0.0,1.170088288479949,0.0,0.0,0.0,0.0
0,2,35,9300,2024-11-01T09:35:00.000+0100,0.24328906433647063,0.7298671930094118,"[0.0,0.0,0.0,0.0,2.1896015790282357,0.0,2.1896015790282357]",10675,0.0,0.0,0.0,0.0,2.1896015790282357,0.0,0.0,0.0,0.0
0,2,40,9600,2024-11-01T09:40:00.000+0100,0.3478878658824055,1.0099737958438206,"[0.0,0.0,0.0,0.0,3.039954378375823,0.0,3.039954378375823]",10663,0.0,0.0,0.0,0.09103641456582633,3.039954378375823,0.0,0.0,0.0,0.0
0,2,45,9900,2024-11-01T09:45:00.000+0100,0.20818313260606636,0.4486377835659353,"[0.0,0.0,0.0,0.014005602240896359,1.2978820220071152,0.0,0.014005602240896359]",10684,0.0,0.0,0.014005602240896359,0.0,0.5617605692065857,0.0,1.2978820220071152,0.0,0.0
0,2,50,10200,2024-11-01T09:50:00.000+0100,0.14790914021492327,0.4411074500380775,"[0.0,0.0,0.0,0.0,1.3241794608138613,0.0,1.3241794608138613]",10696,0.0,0.0070028011204481795,0.0,0.0,0.0,0.0,1.3241794608138613,0.0,0.0
0,2,55,10500,2024-11-01T09:55:00.000+0100,0.2616710068931464,0.7745642189954597,"[0.0,0.0,0.0,0.0,2.3270278575565246,0.0,2.3270278575565246]",10697,0.028011204481792718,0.0,0.0,0.0,0.0,0.0,2.3270278575565246,0.0,0.0
0,3,0,10800,2024-11-01T10:00:00.000+0100,0.47907629999960605,0.9501383868986228,"[0.0,0.0,0.0,0.028011204481792718,2.4278445555437367,0.0,0.028011204481792718]",10695,0.0,2.4278445555437367,0.0,0.0,0.014005602240896359,0.0,1.8418253377300289,0.0,0.028011204481792718
0,3,5,11100,2024-11-01T10:05:00.000+0100,0.2772754671488848,0.7848758171193065,"[0.0,0.0,0.0,0.04901960784313726,2.3694287841718964,0.0,0.056022408963585436]",10697,0.02100840336134454,2.3694287841718964,0.0,0.056022408963585436,0.0,0.0,0.04901960784313726,0.0,0.0
0,3,10,11400,2024-11-01T10:10:00.000+0100,0.042092317470823315,0.0929979654519415,"[0.0,0.0,0.0,0.02100840336134454,0.2805848077627676,0.0,0.02100840336134454]",10698,0.0,0.2805848077627676,0.0,0.07723764611329764,0.0,0.02100840336134454,0.0,0.0,0.0
0,3,15,11700,2024-11-01T10:15:00.000+0100,0.5103968450952814,1.5311905352858441,"[0.0,0.0,0.0,0.0,4.593571605857532,0.0,4.593571605857532]",10695,0.0,4.593571605857532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,20,12000,2024-11-01T10:20:00.000+0100,0.40021024818741363,1.2006307445622408,"[0.0,0.0,0.0,0.0,3.6018922336867227,0.0,3.6018922336867227]",10697,0.0,3.6018922336867227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,25,12300,2024-11-01T10:25:00.000+0100,0.11688735503577896,0.31793187503189135,"[0.0,0.0,0.0,0.0,0.9608906853880793,0.0,0.9608906853880793]",10697,0.0,0.9608906853880793,0.0,0.0,0.0,0.0,0.0,0.0,0.09109550993393138
0,3,30,12600,2024-11-01T10:30:00.000+0100,0.10932971407034449,0.27413270085494357,"[0.0,0.0,0.007032348804500703,0.02812939521800281,0.836701769315321,0.0,0.02812939521800281]",10695,0.0,0.08409270881348321,0.007032348804500703,0.02812939521800281,0.028011204481792718,0.0,0.0,0.836701769315321,0.0
0,3,35,12900,2024-11-01T10:35:00.000+0100,0.34872833333989944,0.7782386286110123,"[0.0,0.0,0.0,0.028011204481792718,2.2973028873996855,0.0,0.028011204481792718]",10698,0.0,0.028011204481792718,0.8132409081776171,0.0,0.0,0.0,0.0,2.2973028873996855,0.0
0,3,40,13200,2024-11-01T10:40:00.000+0100,0.22831495467385268,0.46799771193516315,"[0.0,0.0,0.0,0.0,1.2620997766195086,0.0,1.2620997766195086]",10696,0.0,0.0,0.7927348154451656,0.0,0.0,0.0,0.0,1.2620997766195086,0.0
0,3,45,13500,2024-11-01T10:45:00.000+0100,0.26636252250548603,0.5307076125561886,"[0.0,0.0,0.0,0.014064697609001406,1.3524270467680743,0.0,0.014064697609001406]",10695,0.0,0.0,1.3524270467680743,0.0,0.014064697609001406,0.0,0.0,1.0307709581722986,0.0
0,3,50,13800,2024-11-01T10:50:00.000+0100,0.6726234797716555,1.1849187802044865,"[0.0,0.0,0.0,0.7217612783510028,3.304819818222648,0.0,0.7217612783510028]",10698,0.0,0.0,3.304819818222648,0.7217612783510028,0.06302521008403361,0.0,0.0,1.9640050112872154,0.0
0,3,55,14100,2024-11-01T10:55:00.000+0100,0.41382516438361555,0.7267095456038692,"[0.0,0.0,0.0,0.540072569112033,2.041833611081563,0.0,1.142520299258944]",10697,0.0,0.0,2.041833611081563,0.540072569112033,0.0,0.0,0.0,1.142520299258944,0.0
0,4,0,14400,2024-11-01T11:00:00.000+0100,0.18329413340582365,0.5393902765809194,"[0.0,0.0,0.0,0.014005602240896359,1.6215769008025152,0.0,0.014064697609001406]",10692,0.0,0.0,0.014064697609001406,0.0,0.014005602240896359,0.0,0.0,1.6215769008025152,0.0
0,4,5,14700,2024-11-01T11:05:00.000+0100,0.3785714942329487,0.8364674334423818,"[0.0,0.0,0.0,0.035161744022503515,2.4608788663144585,0.0,0.035161744022503515]",10685,0.0,0.0,0.9111028377595763,0.0,0.0,0.035161744022503515,0.0,2.4608788663144585,0.0
0,4,10,15000,2024-11-01T11:10:00.000+0100,0.7725274826292449,1.643197514312474,"[0.0,0.0,0.0,0.014005602240896359,4.6798212956068515,0.0,0.014005602240896359]",10678,0.0,0.0,2.251888097010956,0.0,0.007032348804500703,0.014005602240896359,0.0,4.6798212956068515,0.0
0,4,15,15300,2024-11-01T11:15:00.000+0100,0.7662371090020631,1.5162562361692993,"[0.0,0.0,0.0,0.7574844283705043,4.554509567540096,0.0,1.5351203772648299]",10670,0.0,0.0,1.5351203772648299,0.049019607843137254,0.0,0.7574844283705043,0.0,4.554509567540096,0.0
0,4,20,15600,2024-11-01T11:20:00.000+0100,0.4883247251080459,0.7513412136528114,"[0.0,0.0,0.0,1.078845040125755,1.6671689772955591,0.0,1.6671689772955591]",10663,0.0,0.0,1.6489085085510997,0.0,0.0,1.078845040125755,0.0,1.6671689772955591,0.0
0,4,25,15900,2024-11-01T11:25:00.000+0100,0.36061306848102576,0.7195705078598474,"[0.0,0.0,0.0,0.014005602240896359,1.8291789289555485,0.0,0.014005602240896359]",10698,0.0,0.014005602240896359,0.0,0.0,0.0,1.8291789289555485,0.0,1.402333085132787,0.0
0,4,30,16200,2024-11-01T11:30:00.000+0100,0.30158664497210047,0.6918152734735115,"[0.0,0.0,0.035073100970345945,0.09103641456582633,2.1113297639731,0.0,0.09103641456582633]",10696,0.0,0.035073100970345945,0.0,0.09103641456582633,0.056022408963585436,0.42081811627604626,0.0,2.1113297639731,0.0
0,4,35,16500,2024-11-01T11:35:00.000+0100,0.18846497811501536,0.43875722434171643,"[0.0,0.0,0.0,0.007032348804500703,1.3099079294164924,0.0,0.007032348804500703]",10696,0.0,0.0,0.007032348804500703,0.0,0.0,0.37924452481414506,0.0,1.3099079294164924,0.0
0,4,40,16800,2024-11-01T11:40:00.000+0100,0.05764753158647426,0.14073094466186767,"[0.0,0.0,0.0,0.02100840336134454,0.427791369712442,0.0,0.02100840336134454]",10699,0.0,0.0,0.0,0.0,0.0700280112044818,0.427791369712442,0.0,0.02100840336134454,0.0
0,4,45,17100,2024-11-01T11:45:00.000+0100,0.03428844580495114,0.044416346858348096,"[0.0,0.0,0.014005602240896359,0.056140599699795526,0.11204481792717087,0.0,0.11204481792717087]",10694,0.0,0.0,0.0,0.056140599699795526,0.09836424021085229,0.11204481792717087,0.014005602240896359,0.02804075216584524,0.0
0,4,50,17400,2024-11-01T11:50:00.000+0100,0.008558979147214442,0.023166938890381895,"[0.0,0.0,0.0,0.0,0.0700280112044818,0.0,0.0700280112044818]",10698,0.0,0.0,0.0,0.0,0.0700280112044818,0.0,0.0,0.0,0.0070028011204481795
0,4,55,17700,2024-11-01T11:55:00.000+0100,0.03044068072611135,0.08373264546860765,"[0.0,0.0,0.0,0.0,0.2529577231736576,0.0,0.2529577231736576]",10695,0.0,0.0,0.0,0.0,0.2529577231736576,0.02100840336134454,0.0,0.0,0.0
0,5,0,18000,2024-11-01T12:00:00.000+0100,0.17453488662225322,0.5053367999000571,"[0.0,0.0,0.0,0.02100840336134454,1.5217943717571416,0.0,0.028011204481792718]",10697,0.0,0.0,0.0,0.028011204481792718,0.02100840336134454,0.0,0.0,0.0,1.5217943717571416
0,5,5,18300,2024-11-01T12:05:00.000+0100,0.04049674253198701,0.08375518045266155,"[0.0,0.0,0.007032348804500703,0.028011204481792718,0.2591922845087402,0.0,0.04922644163150492]",10696,0.02100840336134454,0.0,0.0,0.028011204481792718,0.04922644163150492,0.007032348804500703,0.0,0.0,0.2591922845087402
0,5,10,18600,2024-11-01T12:10:00.000+0100,0.004678383308316294,0.009929582645721198,"[0.0,0.0,0.0,0.0,0.02809984753395029,0.0,0.02809984753395029]",10697,0.0,0.0,0.0,0.014005602240896359,0.0,0.0,0.0,0.02809984753395029,0.0
0,5,15,18900,2024-11-01T12:15:00.000+0100,0.014005602240896357,0.04201680672268908,"[0.0,0.0,0.0,0.0,0.12605042016806722,0.0,0.12605042016806722]",10687,0.0,0.0,0.0,0.0,0.12605042016806722,0.0,0.0,0.0,0.0
0,5,20,19200,2024-11-01T12:20:00.000+0100,0.0015827793605571383,0.004748338081671415,"[0.0,0.0,0.0,0.0,0.014245014245014245,0.0,0.014245014245014245]",10680,0.0,0.0,0.0,0.014245014245014245,0.0,0.0,0.0,0.0,0.0
0,5,25,19500,2024-11-01T12:25:00.000+0100,0.05922997422128721,0.15710523277062394,"[0.0,0.0,0.0,0.02109704641350211,0.4768109775555792,0.0,0.035161744022503515]",10673,0.4768109775555792,0.0,0.0,0.0,0.02109704641350211,0.0,0.0,0.035161744022503515,0.0
0,5,30,19800,2024-11-01T12:30:00.000+0100,0.044390470674908505,0.07678742162643293,"[0.0,0.0,0.0,0.028011204481792718,0.18207282913165265,0.0,0.028011204481792718]",10666,0.17542460021983478,0.0,0.014005602240896359,0.0,0.18207282913165265,0.028011204481792718,0.0,0.0,0.0
0,5,35,20100,2024-11-01T12:35:00.000+0100,0.017896047307812017,0.044166405061681846,"[0.0,0.0,0.0,0.0,0.13305322128851543,0.0,0.13305322128851543]",10682,0.0,0.0,0.0,0.0,0.0,0.028011204481792718,0.13305322128851543,0.0,0.0
0,5,40,20400,2024-11-01T12:40:00.000+0100,0.009360049692638425,0.017565643254359383,"[0.0,0.0,0.0,0.0070028011204481795,0.04922644163150492,0.0,0.0070028011204481795]",10699,0.0,0.0,0.0,0.0070028011204481795,0.028011204481792718,0.0,0.0,0.04922644163150492,0.0
0,5,45,20700,2024-11-01T12:45:00.000+0100,0.00779730551386049,0.013789357156445524,"[0.0,0.0,0.0,0.0070028011204481795,0.03504355328629342,0.0,0.0070028011204481795]",10694,0.0070028011204481795,0.0,0.0,0.0,0.0,0.02812939521800281,0.0,0.03504355328629342,0.0
0,5,50,21000,2024-11-01T12:50:00.000+0100,0.004675100232310458,0.009910437904768074,"[0.0,0.0,0.0,0.0,0.028011204481792718,0.0,0.028011204481792718]",10698,0.0,0.0,0.014064697609001406,0.0,0.0,0.0,0.0,0.028011204481792718,0.0
0,5,55,21300,2024-11-01T12:55:00.000+0100,0.010147987934039062,0.02021147504121649,"[0.0,0.0,0.0,0.0,0.049137798579347344,0.0,0.049137798579347344]",10697,0.0,0.0,0.0,0.049137798579347344,0.04219409282700422,0.0,0.0,0.0,0.0
0,6,0,21600,2024-11-01T13:00:00.000+0100,0.05923325729729304,0.1577829507161647,"[0.0,0.0,0.0,0.0,0.47707690671205194,0.0,0.47707690671205194]",10696,0.0,0.0,0.0,0.47707690671205194,0.0,0.056022408963585436,0.0,0.0,0.0
0,6,5,21900,2024-11-01T13:05:00.000+0100,0.277853288525912,0.7194419310969432,"[0.0,0.0,0.0,0.02109704641350211,2.1781370776158564,0.0,0.02109704641350211]",10695,0.0,0.0,0.0,2.1781370776158564,0.30144547270384947,0.02109704641350211,0.0,0.0,0.0
0,6,10,22200,2024-11-01T13:10:00.000+0100,0.33377063905731075,0.7478664383223471,"[0.0,0.0,0.0,0.014064697609001406,2.2045822548428653,0.0,0.014064697609001406]",10699,0.0,0.0,0.014064697609001406,2.2045822548428653,0.7852887990639295,0.0,0.0,0.0,0.0
0,6,15,22500,2024-11-01T13:15:00.000+0100,0.04279817881207804,0.12322951799299295,"[0.0,0.0,0.0,0.0,0.371178007067806,0.0,0.371178007067806]",10695,0.0,0.0,0.0,0.371178007067806,0.0,0.0,0.0,0.014005602240896359,0.0
0,6,20,22800,2024-11-01T13:20:00.000+0100,0.18771643678568475,0.3724942059151231,"[0.0,0.0,0.0,0.0,0.848934510513066,0.0,0.848934510513066]",10698,0.0,0.0,0.0,0.848934510513066,0.8405134205580966,0.0,0.0,0.0,0.0
0,6,25,23100,2024-11-01T13:25:00.000+0100,0.2540148736475369,0.6676357165445037,"[0.0,0.0,0.0,0.07032348804500703,2.0262619815858836,0.0,0.07032348804500703]",10695,0.0,0.0,0.0,2.0262619815858836,0.18954839319694122,0.0,0.0,0.07032348804500703,0.0
0,6,30,23400,2024-11-01T13:30:00.000+0100,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",10698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,35,23700,2024-11-01T13:35:00.000+0100,0.014038433000954718,0.02405403099462045,"[0.0,0.0,0.0,0.007032348804500703,0.05625879043600562,0.0,0.007032348804500703]",10695,0.056022408963585436,0.0,0.007032348804500703,0.0,0.0,0.05625879043600562,0.007032348804500703,0.0,0.0
0,6,40,24000,2024-11-01T13:40:00.000+0100,0.008562262223220278,0.016710467846470567,"[0.0,0.0,0.0,0.007032348804500703,0.04901960784313726,0.0,0.007032348804500703]",10699,0.0,0.0,0.02100840336134454,0.0,0.0,0.0,0.0,0.04901960784313726,0.007032348804500703
0,6,45,24300,2024-11-01T13:45:00.000+0100,0.28293220710694034,0.7888519397408876,"[0.0,0.0,0.0,0.0350140056022409,2.384941318299472,0.0,0.0350140056022409]",10693,0.0350140056022409,2.384941318299472,0.09142053445850915,0.0,0.0,0.0,0.0,0.0350140056022409,0.0
0,6,50,24600,2024-11-01T13:50:00.000+0100,0.07782859979434814,0.21273068136896087,"[0.0,0.0,0.0,0.014035149924948882,0.6442577030812326,0.0,0.014035149924948882]",10699,0.0,0.6442577030812326,0.0070028011204481795,0.014035149924948882,0.0,0.035161744022503515,0.0,0.0,0.0
0,6,55,24900,2024-11-01T13:55:00.000+0100,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",10696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,0,25200,2024-11-01T14:00:00.000+0100,0.007032348804500704,0.021097046413502112,"[0.0,0.0,0.0,0.0,0.06329113924050633,0.0,0.06329113924050633]",10695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.0
0,7,5,25500,2024-11-01T14:05:00.000+0100,0.0015627441787779339,0.0046882325363338025,"[0.0,0.0,0.0,0.0,0.014064697609001406,0.0,0.014064697609001406]",10687,0.0,0.0,0.0,0.014064697609001406,0.0,0.0,0.0,0.0,0.0
0,7,10,25800,2024-11-01T14:10:00.000+0100,0.003118922205544196,0.006188937019439616,"[0.0,0.0,0.0,0.0,0.014064697609001406,0.0,0.014064697609001406]",10683,0.0,0.0,0.0,0.014005602240896359,0.014064697609001406,0.0,0.0,0.0,0.0
0,7,15,26100,2024-11-01T14:15:00.000+0100,0.001556178026766262,0.004668534080298786,"[0.0,0.0,0.0,0.0,0.014005602240896359,0.0,0.014005602240896359]",10670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014005602240896359,0.0
0,7,20,26400,2024-11-01T14:20:00.000+0100,0.03585775613574074,0.06367391560966365,"[0.0,0.0,0.0,0.02100840336134454,0.15406162464985995,0.0,0.02100840336134454]",10668,0.14064697609001406,0.0,0.0,0.0070028011204481795,0.15406162464985995,0.02100840336134454,0.0,0.0,0.0
0,7,25,26700,2024-11-01T14:25:00.000+0100,0.06542185556829389,0.15630159903842059,"[0.0,0.0,0.0,0.04201680672268908,0.47675188218747405,0.0,0.0700280112044818]",10683,0.47675188218747405,0.0,0.0,0.04201680672268908,0.0700280112044818,0.0,0.0,0.0,0.0
0,7,30,27000,2024-11-01T14:30:00.000+0100,0.02964945940870488,0.07234407727144837,"[0.0,0.0,0.0,0.0,0.21761869304683898,0.0,0.21761869304683898]",10696,0.21761869304683898,0.0,0.0,0.0,0.0,0.0,0.0,0.04922644163150492,0.0
0,7,35,27300,2024-11-01T14:35:00.000+0100,0.17921326993056952,0.3584769634779646,"[0.0,0.0,0.0,0.02109704641350211,0.9535628597430534,0.0,0.02109704641350211]",10696,0.0,0.0,0.0,0.9535628597430534,0.02109704641350211,0.0,0.6382595232185702,0.0,0.0
0,7,40,27600,2024-11-01T14:40:00.000+0100,0.07787456285842981,0.19951124635312395,"[0.0,0.0,0.0,0.0,0.6028318500395938,0.0,0.6028318500395938]",10697,0.0,0.0,0.0,0.09803921568627452,0.0,0.0,0.6028318500395938,0.0,0.0
0,7,45,27900,2024-11-01T14:45:00.000+0100,0.20851397207034936,0.3205569561900298,"[0.0,0.0,0.0,0.44265385479086145,0.7773109243697479,0.0,0.7773109243697479]",10691,0.0,0.0,0.014005602240896359,0.44265385479086145,0.6426553672316385,0.0,0.0,0.0,0.7773109243697479
